Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance_x,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Event,Country,Winner,Runners-Up,Third,Fourth,GoalsScored,QualifiedTeams,MatchesPlayed,Attendance_y
2010.0,16 Jun 2010 - 13:30 ,Group H,Mbombela Stadium,Nelspruit ,Honduras,0.0,1.0,Chile, ,32664.0,0.0,1.0,MAILLET Eddy (SEY),MENKOUANDE Evarist (CMR),HASSANI Bechir (TUN),249722.0,300061495.0,HON,CHI,HON,MENDOZA Alexis (COL),S,20,GUEVARRA,C,O66',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,16 Jun 2010 - 16:00 ,Group H,Durban Stadium,Durban ,Spain,0.0,1.0,Switzerland, ,62453.0,0.0,0.0,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249722.0,300111112.0,ESP,SUI,SUI,HITZFELD Ottmar (GER),S,1,BENAGLIO,GK,Y90',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,16 Jun 2010 - 20:30 ,Group A,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,0.0,3.0,Uruguay, ,42658.0,0.0,1.0,BUSACCA Massimo (SUI),ARNET Matthias (SUI),BURAGINA Francesco (SUI),249722.0,300061452.0,RSA,URU,RSA,PARREIRA Carlos Alberto (BRA),S,16,KHUNE,GK,R76',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,16 Jun 2010 - 20:30 ,Group A,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,0.0,3.0,Uruguay, ,42658.0,0.0,1.0,BUSACCA Massimo (SUI),ARNET Matthias (SUI),BURAGINA Francesco (SUI),249722.0,300061452.0,RSA,URU,RSA,PARREIRA Carlos Alberto (BRA),N,1,JOSEPHS,GK,I79',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,17 Jun 2010 - 13:30 ,Group B,Soccer City Stadium,Johannesburg ,Argentina,4.0,1.0,Korea Republic, ,82174.0,2.0,1.0,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),249722.0,300061458.0,ARG,KOR,ARG,MARADONA Diego (ARG),S,14,MASCHERANO,C,Y55',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,18 Jun 2010 - 13:30 ,Group D,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Germany,0.0,1.0,Serbia, ,38294.0,0.0,1.0,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249722.0,300061470.0,GER,SRB,GER,LOEW Joachim (GER),S,16,LAHM,C,Y32',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,19 Jun 2010 - 13:30 ,Group E,Durban Stadium,Durban ,Netherlands,1.0,0.0,Japan, ,62010.0,0.0,0.0,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249722.0,300111117.0,NED,JPN,JPN,OKADA Takeshi (JPN),S,17,HASEBE,C,O77',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,19 Jun 2010 - 20:30 ,Group E,Loftus Versfeld Stadium,Tshwane/Pretoria ,Cameroon,1.0,2.0,Denmark, ,38074.0,1.0,1.0,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722.0,300061475.0,CMR,DEN,DEN,OLSEN Morten (DEN),S,1,S�RENSEN,GK,Y86',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,19 Jun 2010 - 20:30 ,Group E,Loftus Versfeld Stadium,Tshwane/Pretoria ,Cameroon,1.0,2.0,Denmark, ,38074.0,1.0,1.0,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722.0,300061475.0,CMR,DEN,CMR,Paul LE GUEN (FRA),S,9,ETO'O,C,G10',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,19 Jun 2010 - 20:30 ,Group E,Loftus Versfeld Stadium,Tshwane/Pretoria ,Cameroon,1.0,2.0,Denmark, ,38074.0,1.0,1.0,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722.0,300061475.0,CMR,DEN,DEN,OLSEN Morten (DEN),S,9,TOMASSON,C,O86',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,20 Jun 2010 - 16:00 ,Group F,Mbombela Stadium,Nelspruit ,Italy,1.0,1.0,New Zealand, ,38229.0,1.0,1.0,BATRES Carlos (GUA),LEAL Leonel (CRC),PASTRANA Carlos (HON),249722.0,300061482.0,ITA,NZL,NZL,HERBERT Ricki (NZL),S,6,NELSEN,C,Y87',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,20 Jun 2010 - 20:30 ,Group G,Soccer City Stadium,Johannesburg ,Brazil,3.0,1.0,C�te d'Ivoire, ,84455.0,1.0,0.0,St�phane LANNOY (FRA),DANSAULT Eric (FRA),UGO Laurent (FRA),249722.0,300061488.0,BRA,CIV,CIV,ERIKSSON Sven Goran (SWE),S,11,DROGBA,C,G79',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,21 Jun 2010 - 13:30 ,Group G,Cape Town Stadium,Cape Town ,Portugal,7.0,0.0,Korea DPR, ,63644.0,1.0,0.0,POZO Pablo (CHI),BASUALTO Patricio (CHI),MONDRIA Francisco (CHI),249722.0,300061487.0,POR,PRK,POR,Carlos QUEIR�S (POR),S,7,RONALDO,C,G87',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,21 Jun 2010 - 13:30 ,Group G,Cape Town Stadium,Cape Town ,Portugal,7.0,0.0,Korea DPR, ,63644.0,1.0,0.0,POZO Pablo (CHI),BASUALTO Patricio (CHI),MONDRIA Francisco (CHI),249722.0,300061487.0,POR,PRK,PRK,KIM Jong Hun (PRK),S,10,H. YONG JO,C,Y47',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,21 Jun 2010 - 16:00 ,Group H,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Chile,1.0,0.0,Switzerland, ,34872.0,0.0,0.0,AL GHAMDI Khalil (KSA),KAMRANIFAR Hassan (IRN),AL MARZOUQI Saleh (UAE),249722.0,300061493.0,CHI,SUI,SUI,HITZFELD Ottmar (GER),S,9,FREI,C,O42',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,22 Jun 2010 - 16:00 ,Group A,Royal Bafokeng Sports Palace,Phokeng ,Mexico,0.0,1.0,Uruguay, ,33425.0,0.0,1.0,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249722.0,300061450.0,MEX,URU,MEX,Javier AGUIRRE (MEX),S,10,C BLANCO,C,O63',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,22 Jun 2010 - 16:00 ,Group A,Free State Stadium,Mangaung/Bloemfontein ,France,1.0,2.0,South Africa, ,39415.0,0.0,2.0,RUIZ Oscar (COL),GONZALEZ Abraham (COL),CLAVIJO Humberto (COL),249722.0,300061449.0,FRA,RSA,FRA,DOMENECH Raymond (FRA),S,18,A. DIARRA,C,O82',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,22 Jun 2010 - 20:30 ,Group B,Durban Stadium,Durban ,Nigeria,2.0,2.0,Korea Republic, ,61874.0,1.0,1.0,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249722.0,300111115.0,NGA,KOR,NGA,LAGERBACK Lars (SWE),S,1,ENYEAMA,GK,Y31',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,22 Jun 2010 - 20:30 ,Group B,Durban Stadium,Durban ,Nigeria,2.0,2.0,Korea Republic, ,61874.0,1.0,1.0,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249722.0,300111115.0,NGA,KOR,NGA,LAGERBACK Lars (SWE),S,4,KANU,C,O57',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,22 Jun 2010 - 20:30 ,Group B,Peter Mokaba Stadium,Polokwane ,Greece,0.0,2.0,Argentina, ,38891.0,0.0,0.0,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249722.0,300061455.0,GRE,ARG,GRE,REHHAGEL Otto (GER),S,10,KARAGOUNIS,C,OH46',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,23 Jun 2010 - 16:00 ,Group C,Loftus Versfeld Stadium,Tshwane/Pretoria ,USA,1.0,0.0,Algeria, ,35827.0,0.0,0.0,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),249722.0,300061461.0,USA,ALG,ALG,SAADANE Rabah (ALG),S,4,YAHIA,C,Y76' Y90' RSY90',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,24 Jun 2010 - 16:00 ,Group F,Ellis Park Stadium,Johannesburg ,Slovakia,3.0,2.0,Italy, ,53412.0,1.0,0.0,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249722.0,300061480.0,SVK,ITA,SVK,WEISS Vladimir (SVK),S,1,MUCHA,GK,Y82',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,24 Jun 2010 - 16:00 ,Group F,Ellis Park Stadium,Johannesburg ,Slovakia,3.0,2.0,Italy, ,53412.0,1.0,0.0,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249722.0,300061480.0,SVK,ITA,ITA,LIPPI Marcello (ITA),S,5,CANNAVARO,C,Y31',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,24 Jun 2010 - 16:00 ,Group F,Peter Mokaba Stadium,Polokwane ,Paraguay,0.0,0.0,New Zealand, ,34850.0,0.0,0.0,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249722.0,300061479.0,PAR,NZL,NZL,HERBERT Ricki (NZL),S,6,NELSEN,C,Y56',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,24 Jun 2010 - 20:30 ,Group E,Royal Bafokeng Sports Palace,Phokeng ,Denmark,1.0,3.0,Japan, ,27967.0,0.0,2.0,DAMON Jerome (RSA),NTAGUNGIRA Celestin (RWA),MOLEFE Enock (RSA),249722.0,300061474.0,DEN,JPN,DEN,OLSEN Morten (DEN),S,9,TOMASSON,C,MP81' G81',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,24 Jun 2010 - 20:30 ,Group E,Cape Town Stadium,Cape Town ,Cameroon,1.0,2.0,Netherlands, ,63093.0,0.0,1.0,POZO Pablo (CHI),BASUALTO Patricio (CHI),MONDRIA Francisco (CHI),249722.0,300061473.0,CMR,NED,NED,Bert VAN MARWIJK (NED),S,5,V. BRONCKHORST,C,Y70',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,24 Jun 2010 - 20:30 ,Group E,Cape Town Stadium,Cape Town ,Cameroon,1.0,2.0,Netherlands, ,63093.0,0.0,1.0,POZO Pablo (CHI),BASUALTO Patricio (CHI),MONDRIA Francisco (CHI),249722.0,300061473.0,CMR,NED,CMR,Paul LE GUEN (FRA),S,9,ETO'O,C,P65',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,26 Jun 2010 - 20:30 ,Round of 16,Royal Bafokeng Sports Palace,Phokeng ,USA,1.0,2.0,Ghana,Ghana win after extra time ,34976.0,0.0,0.0,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249717.0,300061503.0,USA,GHA,USA,Bob BRADLEY (USA),S,3,BOCANEGRA,C,Y68',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,27 Jun 2010 - 20:30 ,Round of 16,Soccer City Stadium,Johannesburg ,Argentina,3.0,1.0,Mexico, ,84377.0,2.0,0.0,ROSETTI Roberto (ITA),CALCAGNO Paolo (ITA),AYROLDI Stefano (ITA),249717.0,300061502.0,ARG,MEX,MEX,Javier AGUIRRE (MEX),S,4,R MARQUEZ,C,Y28',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,28 Jun 2010 - 16:00 ,Round of 16,Durban Stadium,Durban ,Netherlands,2.0,1.0,Slovakia, ,61962.0,1.0,0.0,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249717.0,300111113.0,NED,SVK,NED,Bert VAN MARWIJK (NED),S,1,STEKELENBURG,GK,Y90',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,28 Jun 2010 - 16:00 ,Round of 16,Durban Stadium,Durban ,Netherlands,2.0,1.0,Slovakia, ,61962.0,1.0,0.0,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249717.0,300111113.0,NED,SVK,SVK,WEISS Vladimir (SVK),S,17,HAMSIK,C,O87',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,02 Jul 2010 - 20:30 ,Quarter-finals,Soccer City Stadium,Johannesburg ,Uruguay,1.0,1.0,Ghana,Uruguay win on penalties (4 - 2) ,84017.0,0.0,0.0,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249718.0,300061508.0,URU,GHA,URU,TABAREZ Oscar (URU),S,2,LUGANO,C,O38',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,02 Jul 2010 - 20:30 ,Quarter-finals,Soccer City Stadium,Johannesburg ,Uruguay,1.0,1.0,Ghana,Uruguay win on penalties (4 - 2) ,84017.0,0.0,0.0,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249718.0,300061508.0,URU,GHA,GHA,RAJEVAC Milovan (SRB),S,5,MENSAH,C,Y93',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,03 Jul 2010 - 16:00 ,Quarter-finals,Cape Town Stadium,Cape Town ,Argentina,0.0,4.0,Germany, ,64100.0,0.0,1.0,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249718.0,300061505.0,ARG,GER,ARG,MARADONA Diego (ARG),S,14,MASCHERANO,C,Y80',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,06 Jul 2010 - 20:30 ,Semi-finals,Cape Town Stadium,Cape Town ,Uruguay,2.0,3.0,Netherlands, ,62479.0,1.0,1.0,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249719.0,300061512.0,URU,NED,NED,Bert VAN MARWIJK (NED),S,5,V. BRONCKHORST,C,G18',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,06 Jul 2010 - 20:30 ,Semi-finals,Cape Town Stadium,Cape Town ,Uruguay,2.0,3.0,Netherlands, ,62479.0,1.0,1.0,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249719.0,300061512.0,URU,NED,URU,TABAREZ Oscar (URU),S,10,FORLAN,C,G41' O84',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2010.0,11 Jul 2010 - 20:30 ,Final,Soccer City Stadium,Johannesburg ,Netherlands,0.0,1.0,Spain,Spain win after extra time ,84490.0,0.0,0.0,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249721.0,300061509.0,NED,ESP,NED,Bert VAN MARWIJK (NED),S,5,V. BRONCKHORST,C,Y54' O105',South Africa,Spain,Netherlands,Germany,Uruguay,145,32,64,3.178.856
2014.0,13 Jun 2014 - 16:00 ,Group B,Arena Fonte Nova,Salvador ,Spain,1.0,5.0,Netherlands, ,48173.0,1.0,1.0,Nicola RIZZOLI (ITA),Renato FAVERANI (ITA),Andrea STEFANI (ITA),255931.0,300186510.0,ESP,NED,ESP,DEL BOSQUE Vicente (ESP),S,1,I. CASILLAS,GKC,Y65',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,13 Jun 2014 - 16:00 ,Group B,Arena Fonte Nova,Salvador ,Spain,1.0,5.0,Netherlands, ,48173.0,1.0,1.0,Nicola RIZZOLI (ITA),Renato FAVERANI (ITA),Andrea STEFANI (ITA),255931.0,300186510.0,ESP,NED,NED,Louis VAN GAAL (NED),S,9,V. PERSIE,C,G44' Y66' G72' O79',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,13 Jun 2014 - 18:00 ,Group B,Arena Pantanal,Cuiaba ,Chile,3.0,1.0,Australia, ,40275.0,2.0,1.0,Noumandiez DOUE (CIV),YEO Songuifolo (CIV),BIRUMUSHAHU Jean Claude (BDI),255931.0,300186473.0,CHI,AUS,AUS,POSTECOGLOU Ange (AUS),S,15,JEDINAK,C,Y58',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,14 Jun 2014 - 16:00 ,Group D,Estadio Castelao,Fortaleza ,Uruguay,1.0,3.0,Costa Rica, ,58679.0,1.0,0.0,BRYCH Felix (GER),BORSCH Mark (GER),LUPP Stefan (GER),255931.0,300186489.0,URU,CRC,URU,TABAREZ Oscar (URU),S,2,D. LUGANO,C,Y50',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,14 Jun 2014 - 16:00 ,Group D,Estadio Castelao,Fortaleza ,Uruguay,1.0,3.0,Costa Rica, ,58679.0,1.0,0.0,BRYCH Felix (GER),BORSCH Mark (GER),LUPP Stefan (GER),255931.0,300186489.0,URU,CRC,CRC,PINTO Jorge Luis (COL),S,10,RUIZ B.,C,O83',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,14 Jun 2014 - 22:00 ,Group C,Arena Pernambuco,Recife ,C�te d'Ivoire,2.0,1.0,Japan, ,40267.0,0.0,1.0,OSSES Enrique (CHI),ASTROZA Carlos (CHI),ROMAN Sergio (CHI),255931.0,300186507.0,CIV,JPN,JPN,ZACCHERONI Alberto (ITA),S,17,HASEBE,C,O54',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,15 Jun 2014 - 16:00 ,Group E,Estadio Beira-Rio,Porto Alegre ,France,3.0,0.0,Honduras, ,43012.0,1.0,0.0,RICCI Sandro (BRA),DE CARVALHO Emerson (BRA),VAN GASSE Marcelo (BRA),255931.0,300186496.0,FRA,HON,HON,SUAREZ Luis (COL),S,18,VALLADARES,GKC,W48',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,15 Jun 2014 - 19:00 ,Group F,Estadio do Maracana,Rio De Janeiro ,Argentina,2.0,1.0,"rn"">Bosnia and Herzegovina", ,74738.0,1.0,0.0,AGUILAR Joel (SLV),TORRES William (SLV),ZUMBA Juan (SLV),255931.0,300186477.0,ARG,BIH,BIH,SUSIC Safet (BIH),S,4,SPAHI?,C,Y63',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,15 Jun 2014 - 19:00 ,Group F,Estadio do Maracana,Rio De Janeiro ,Argentina,2.0,1.0,"rn"">Bosnia and Herzegovina", ,74738.0,1.0,0.0,AGUILAR Joel (SLV),TORRES William (SLV),ZUMBA Juan (SLV),255931.0,300186477.0,ARG,BIH,ARG,SABELLA Alejandro (ARG),S,10,MESSI,C,G65',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,16 Jun 2014 - 19:00 ,Group G,Estadio das Dunas,Natal ,Ghana,1.0,2.0,USA, ,39760.0,0.0,1.0,ERIKSSON Jonas (SWE),KLASENIUS Mathias (SWE),WARNMARK Daniel (SWE),255931.0,300186512.0,GHA,USA,USA,KLINSMANN Juergen (GER),S,8,DEMPSEY,C,G1',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,17 Jun 2014 - 16:00 ,Group A,Estadio Castelao,Fortaleza ,Brazil,0.0,0.0,Mexico, ,60342.0,0.0,0.0,C�neyt �AKIR (TUR),DURAN Bahattin (TUR),ONGUN Tarik (TUR),255931.0,300186509.0,BRA,MEX,BRA,SCOLARI Luiz Felipe (BRA),S,3,T SILVA,C,Y79',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,17 Jun 2014 - 18:00 ,Group H,Arena Pantanal,Cuiaba ,Russia,1.0,1.0,Korea Republic, ,37603.0,0.0,0.0,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),255931.0,300186499.0,RUS,KOR,KOR,HONG Myungbo (KOR),S,13,J C KOO,C,Y90',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,18 Jun 2014 - 13:00 ,Group B,Estadio Beira-Rio,Porto Alegre ,Australia,2.0,3.0,Netherlands, ,42877.0,1.0,1.0,HAIMOUDI Djamel (ALG),ACHIK Redouane (MAR),ETCHIALI Abdelhak (ALG),255931.0,300186478.0,AUS,NED,AUS,POSTECOGLOU Ange (AUS),S,15,JEDINAK,C,P54',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,18 Jun 2014 - 13:00 ,Group B,Estadio Beira-Rio,Porto Alegre ,Australia,2.0,3.0,Netherlands, ,42877.0,1.0,1.0,HAIMOUDI Djamel (ALG),ACHIK Redouane (MAR),ETCHIALI Abdelhak (ALG),255931.0,300186478.0,AUS,NED,NED,Louis VAN GAAL (NED),S,9,V. PERSIE,C,Y47' G58' O87',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,19 Jun 2014 - 16:00 ,Group D,Arena de Sao Paulo,Sao Paulo ,Uruguay,2.0,1.0,England, ,62575.0,1.0,0.0,Carlos VELASCO CARBALLO (ESP),ALONSO FERNANDEZ Roberto (ESP),YUSTE Juan (ESP),255931.0,300186486.0,URU,ENG,URU,TABAREZ Oscar (URU),S,3,D. GODIN,C,Y9',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,19 Jun 2014 - 16:00 ,Group D,Arena de Sao Paulo,Sao Paulo ,Uruguay,2.0,1.0,England, ,62575.0,1.0,0.0,Carlos VELASCO CARBALLO (ESP),ALONSO FERNANDEZ Roberto (ESP),YUSTE Juan (ESP),255931.0,300186486.0,URU,ENG,ENG,HODGSON Roy (ENG),S,4,GERRARD,C,Y68',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,19 Jun 2014 - 19:00 ,Group C,Estadio das Dunas,Natal ,Japan,0.0,0.0,Greece, ,39485.0,0.0,0.0,AGUILAR Joel (SLV),TORRES William (SLV),ZUMBA Juan (SLV),255931.0,300186454.0,JPN,GRE,JPN,ZACCHERONI Alberto (ITA),S,17,HASEBE,C,Y12' OH46',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,19 Jun 2014 - 19:00 ,Group C,Estadio das Dunas,Natal ,Japan,0.0,0.0,Greece, ,39485.0,0.0,0.0,AGUILAR Joel (SLV),TORRES William (SLV),ZUMBA Juan (SLV),255931.0,300186454.0,JPN,GRE,GRE,SANTOS Fernando (POR),S,21,KATSOURANIS,C,Y27' Y38' RSY38',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,20 Jun 2014 - 13:00 ,Group D,Arena Pernambuco,Recife ,Italy,0.0,1.0,Costa Rica, ,40285.0,0.0,1.0,OSSES Enrique (CHI),ASTROZA Carlos (CHI),ROMAN Sergio (CHI),255931.0,300186500.0,ITA,CRC,CRC,PINTO Jorge Luis (COL),S,10,RUIZ B.,C,G44' O81',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,20 Jun 2014 - 19:00 ,Group E,Arena da Baixada,Curitiba ,Honduras,1.0,2.0,Ecuador, ,39224.0,1.0,1.0,Ben WILLIAMS (AUS),CREAM Matthew (AUS),ANAZ Hakan (AUS),255931.0,300186463.0,HON,ECU,ECU,RUEDA Reinaldo (COL),S,16,A. VALENCIA,C,Y57',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,21 Jun 2014 - 13:00 ,Group F,Estadio Mineirao,Belo Horizonte ,Argentina,1.0,0.0,IR Iran, ,57698.0,0.0,0.0,MAZIC Milorad (SRB),RISTIC Milovan (SRB),DJURDJEVIC Dalibor (SRB),255931.0,300186466.0,ARG,IRN,IRN,Carlos QUEIR�S (POR),S,6,J. NEKOUNAM,C,Y53',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,21 Jun 2014 - 13:00 ,Group F,Estadio Mineirao,Belo Horizonte ,Argentina,1.0,0.0,IR Iran, ,57698.0,0.0,0.0,MAZIC Milorad (SRB),RISTIC Milovan (SRB),DJURDJEVIC Dalibor (SRB),255931.0,300186466.0,ARG,IRN,ARG,SABELLA Alejandro (ARG),S,10,MESSI,C,G90',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,21 Jun 2014 - 16:00 ,Group G,Estadio Castelao,Fortaleza ,Germany,2.0,2.0,Ghana, ,59621.0,0.0,0.0,RICCI Sandro (BRA),DE CARVALHO Emerson (BRA),VAN GASSE Marcelo (BRA),255931.0,300186493.0,GER,GHA,GHA,APPIAH James (GHA),S,3,A. GYAN,C,G63',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,22 Jun 2014 - 16:00 ,Group H,Estadio Beira-Rio,Porto Alegre ,Korea Republic,2.0,4.0,Algeria, ,42732.0,0.0,3.0,ROLDAN Wilmar (COL),DIAZ Eduardo (COL),LESCANO Christian (ECU),255931.0,300186495.0,KOR,ALG,ALG,HALILHODZIC Vahid (BIH),S,2,BOUGUERRA,C,Y67' O89',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,22 Jun 2014 - 16:00 ,Group H,Estadio Beira-Rio,Porto Alegre ,Korea Republic,2.0,4.0,Algeria, ,42732.0,0.0,3.0,ROLDAN Wilmar (COL),DIAZ Eduardo (COL),LESCANO Christian (ECU),255931.0,300186495.0,KOR,ALG,KOR,HONG Myungbo (KOR),S,13,J C KOO,C,G72',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
2014.0,22 Jun 2014 - 18:00 ,Group G,Arena Amazonia,Manaus ,USA,2.0,2.0,Portugal, ,40123.0,0.0,1.0,PITANA Nestor (ARG),MAIDANA Hernan (ARG),BELATTI Juan Pablo (ARG),255931.0,300186483.0,USA,POR,USA,KLINSMANN Juergen (GER),S,8,DEMPSEY,C,G81' O87',Brazil,Germany,Argentina,Netherlands,Brazil,171,32,64,3.386.810
